
   m    |   s    |                   Method(s)                  |        α        |       runtime
  49    |  31    |   FC                            GAP          |  =     49/124   | 0.03 sec
  50    |  31    |   FC  INT                  MID  GAP  TRAIN   |  =     25/62    | 0.20 sec
  51    |  31    |                            MID  GAP  TRAIN   |  =     25/62    | 0.04 sec
  52    |  31    |                                 GAP          |  =     89/217   | 0.04 sec
  53    |  31    |            HALF                              |  =     49/124   | 0.02 sec
  54    |  31    |       INT                  MID  GAP          |  =     51/124   | 0.04 sec
  55    |  31    |                                 GAP          |  =    151/372   | 0.06 sec
  56    |  31    |   FC                            GAP          |  =     37/93    | 0.03 sec
  57    |  31    |   FC                            GAP          |  =     12/31    | 0.02 sec
  58    |  31    |   FC                            GAP          |  =     35/93    | 0.04 sec
  59    |  31    |   FC                            GAP          |  =     34/93    | 0.05 sec
  60    |  31    |   FC                            GAP          |  =     11/31    | 0.03 sec
  61    |  31    |   FC                            GAP          |  =     32/93    | 0.07 sec
  63    |  31    |   FC                            GAP          |  =     63/155   | 0.05 sec
  64    |  31    |   FC                            GAP          |  =     64/155   | 0.06 sec
  65    |  31    |   FC                            GAP          |  =     13/31    | 0.03 sec
  66    |  31    |   FC                            GAP          |  =     66/155   | 0.04 sec
  67    |  31    |                                 GAP  TRAIN   |  =    187/434   | 0.07 sec
  68    |  31    |       INT  HALF            MID  GAP  TRAIN   |  =     27/62    | 0.04 sec
  69    |  31    |       INT  HALF            MID  GAP          |  =    107/248   | 0.04 sec
  70    |  31    |       INT                  MID  GAP          |  =    148/341   | 0.06 sec
  71    |  31    |   FC                            GAP          |  =     53/124   | 0.05 sec
  72    |  31    |   FC                            GAP          |  =     13/31    | 0.03 sec
  73    |  31    |   FC                            GAP          |  =     51/124   | 0.07 sec
  74    |  31    |   FC                            GAP          |  =     25/62    | 0.04 sec
  75    |  31    |   FC                            GAP          |  =     49/124   | 0.19 sec
  76    |  31    |   FC                            GAP          |  =     12/31    | 0.04 sec
  77    |  31    |   FC                            GAP          |  =     47/124   | 0.27 sec
  78    |  31    |   FC                            GAP          |  =     13/31    | 0.04 sec
  79    |  31    |   FC                            GAP          |  =     79/186   | 0.29 sec
  80    |  31    |   FC                            GAP          |  =     40/93    | 0.05 sec
  81    |  31    |   FC                            GAP          |  =     27/62    | 0.04 sec
  82    |  31    |   FC                            GAP          |  =     41/93    | 0.05 sec
  83    |  31    |                                 GAP  TRAIN   |  =    318/713   | 0.19 sec
  84    |  31    |       INT  HALF            MID  GAP          |  =    111/248   | 0.05 sec
  85    |  31    |       INT  HALF            MID  GAP          |  =    139/310   | 0.05 sec
  86    |  31    |   FC  INT                  MID  GAP          |  =     69/155   | 0.14 sec
  87    |  31    |   FC                            GAP          |  =     68/155   | 0.08 sec
  88    |  31    |   FC                            GAP          |  =     67/155   | 0.12 sec
  89    |  31    |   FC                            GAP          |  =     66/155   | 0.26 sec
  90    |  31    |   FC                            GAP          |  =     13/31    | 0.05 sec
  91    |  31    |   FC                            GAP          |  =     64/155   | 0.76 sec
  92    |  31    |   FC                            GAP          |  =     63/155   | 1.60 sec
  94    |  31    |   FC                            GAP          |  =     94/217   | 1.65 sec
  95    |  31    |   FC                            GAP          |  =     95/217   | 0.80 sec
  96    |  31    |   FC                            GAP          |  =     96/217   | 0.39 sec
  97    |  31    |   FC                            GAP          |  =     97/217   | 0.28 sec
  98    |  31    |   FC                            GAP          |  =     14/31    | 0.05 sec
  99    |  31    |                                 GAP  TRAIN   |  =    311/682   | 0.21 sec
  100   |  31    |       INT  HALF            MID  GAP          |  =    141/310   | 0.08 sec
  101   |  31    |                            MID  GAP          |  =    311/682   | 3.14 sec
  102   |  31    |   FC                            GAP          |  =     14/31    | 0.05 sec
  103   |  31    |   FC                            GAP          |  =     83/186   | 0.22 sec
  104   |  31    |   FC                            GAP          |  =     41/93    | 0.08 sec
  105   |  31    |   FC                            GAP          |  =     27/62    | 0.07 sec
  106   |  31    |   FC                            GAP          |  =     40/93    | 0.11 sec
  107   |  31    |   FC                            GAP          |  =     79/186   | 46.15 sec
  108   |  31    |   FC                            GAP          |  =     13/31    | 0.11 sec
  109   |  31    |   FC                            GAP          |  =    109/248   | 86.66 sec
  110   |  31    |   FC                            GAP          |  =     55/124   | 0.30 sec
  33    |  32    |   FC  INT                  MID  GAP          |  =     11/32    | 0.22 sec
  35    |  32    |                  EBM       MID  GAP          |  =     11/32    | 0.08 sec
  37    |  32    |       INT  HALF  EBM       MID  GAP          |  =     11/32    | 0.08 sec
  39    |  32    |       INT  HALF  EBM       MID  GAP          |  =     23/64    | 0.06 sec
  41    |  32    |                                 GAP          |  =      7/20    | 0.05 sec
  43    |  32    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  45    |  32    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  47    |  32    |   FC             EBM            GAP          |  =      1/3     | 0.03 sec
  49    |  32    |   FC                            GAP          |  =     49/128   | 0.02 sec
  51    |  32    |   FC                            GAP          |  =     51/128   | 0.03 sec
  53    |  32    |       INT                  MID  GAP          |  =     13/32    | 0.04 sec
  55    |  32    |       INT  HALF            MID  GAP          |  =     13/32    | 0.04 sec
  57    |  32    |   FC  INT                  MID  GAP          |  =     13/32    | 0.05 sec
  59    |  32    |   FC                            GAP          |  =     37/96    | 0.04 sec
  61    |  32    |   FC                            GAP          |  =     35/96    | 0.04 sec
  63    |  32    |   FC                            GAP          |  =     11/32    | 0.02 sec
  65    |  32    |   FC                            GAP          |  =     13/32    | 0.03 sec
  67    |  32    |   FC                            GAP          |  =     67/160   | 0.04 sec
  69    |  32    |                                      TRAIN   |  =     31/72    | 0.08 sec
  71    |  32    |            HALF                              |  =     41/96    | 0.02 sec
  73    |  32    |   FC  INT                  MID  GAP          |  =     55/128   | 0.25 sec
  75    |  32    |   FC                            GAP          |  =     53/128   | 0.07 sec
  77    |  32    |   FC                            GAP          |  =     51/128   | 0.12 sec
  79    |  32    |   FC                            GAP          |  =     49/128   | 0.53 sec
  81    |  32    |   FC                            GAP          |  =     27/64    | 0.04 sec
  83    |  32    |   FC                            GAP          |  =     83/192   | 0.12 sec
  85    |  32    |   FC                            GAP          |  =     85/192   | 0.06 sec
  87    |  32    |       INT  HALF            MID  GAP          |  =     57/128   | 0.05 sec
  89    |  32    |   FC                            GAP          |  =     71/160   | 0.06 sec
  91    |  32    |   FC                            GAP          |  =     69/160   | 0.22 sec
  93    |  32    |   FC                            GAP          |  =     67/160   | 0.89 sec
  95    |  32    |   FC                            GAP          |  =     13/32    | 0.05 sec
  97    |  32    |   FC                            GAP          |  =     97/224   | 2.21 sec
  99    |  32    |   FC                            GAP          |  =     99/224   | 0.51 sec
  101   |  32    |   FC                            GAP          |  =    101/224   | 0.14 sec
  103   |  32    |       INT  HALF            MID  GAP          |  =     73/160   | 0.06 sec
  105   |  32    |   FC                            GAP          |  =     29/64    | 0.06 sec
  107   |  32    |   FC                            GAP          |  =     85/192   | 1.44 sec
  109   |  32    |   FC                            GAP          |  =     83/192   | 5.75 sec
  34    |  33    |                  EBM            GAP          |  =      1/3     | 0.02 sec
  35    |  33    |                  EBM  HBM       GAP          |  =     15/44    | 0.36 sec
  37    |  33    |                  EBM            GAP          |  =      1/3     | 0.01 sec
  38    |  33    |                                 GAP          |  =     34/99    | 0.10 sec
  40    |  33    |       INT  HALF  EBM       MID  GAP          |  =     47/132   | 0.04 sec
  41    |  33    |       INT             HBM  MID  GAP          |  =     34/99    | 0.04 sec
  43    |  33    |                                 GAP          |  =     91/264   | 0.12 sec
  46    |  33    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  47    |  33    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  49    |  33    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  50    |  33    |   FC                            GAP          |  =     25/66    | 0.02 sec
  52    |  33    |   FC                            GAP          |  =     13/33    | 0.03 sec
  53    |  33    |   FC  INT                  MID  GAP  TRAIN   |  =     53/132   | 0.74 sec
  56    |  33    |       INT  HALF            MID  GAP          |  =     53/132   | 0.03 sec
  58    |  33    |       INT                  MID  GAP          |  =      9/22    | 0.03 sec
  59    |  33    |                                 GAP          |  =    293/726   | 0.20 sec
  61    |  33    |   FC                            GAP          |  =     38/99    | 0.04 sec
  62    |  33    |   FC                            GAP          |  =     37/99    | 0.05 sec
  64    |  33    |   FC                            GAP          |  =     35/99    | 0.05 sec
  65    |  33    |   FC                            GAP          |  =     34/99    | 0.06 sec
  67    |  33    |   FC                            GAP          |  =     67/165   | 0.06 sec
  68    |  33    |   FC                            GAP          |  =     68/165   | 0.06 sec
  70    |  33    |   FC                            GAP          |  =     14/33    | 0.04 sec
  71    |  33    |                                 GAP  TRAIN   |  =    123/286   | 0.27 sec
  73    |  33    |       INT  HALF            MID  GAP          |  =     85/198   | 0.05 sec
  74    |  33    |       INT  HALF            MID  GAP          |  =    115/264   | 0.05 sec
  76    |  33    |   FC                            GAP          |  =     14/33    | 0.04 sec
  79    |  33    |   FC                            GAP          |  =     53/132   | 0.15 sec
  80    |  33    |   FC                            GAP          |  =     13/33    | 0.04 sec
  82    |  33    |   FC                            GAP          |  =     25/66    | 0.06 sec
  83    |  33    |   FC                            GAP          |  =     83/198   | 0.55 sec
  85    |  33    |   FC                            GAP          |  =     85/198   | 0.20 sec
  86    |  33    |   FC                            GAP          |  =     43/99    | 0.05 sec
  89    |  33    |       INT                  MID  GAP          |  =     54/121   | 0.08 sec
  91    |  33    |                            MID  GAP          |  =    197/440   | 4.43 sec
  92    |  33    |   FC                            GAP          |  =     73/165   | 0.09 sec
  94    |  33    |   FC                            GAP          |  =     71/165   | 0.18 sec
  95    |  33    |   FC                            GAP          |  =     14/33    | 0.06 sec
  97    |  33    |   FC                            GAP          |  =     68/165   | 1.42 sec
  98    |  33    |   FC                            GAP          |  =     67/165   | 2.38 sec
  100   |  33    |   FC                            GAP          |  =    100/231   | 2.26 sec
  101   |  33    |   FC                            GAP          |  =    101/231   | 1.43 sec
  103   |  33    |   FC                            GAP          |  =    103/231   | 0.32 sec
  104   |  33    |   FC                            GAP          |  =    104/231   | 0.18 sec
  106   |  33    |       INT  HALF            MID  GAP          |  =    151/330   | 0.16 sec
  107   |  33    |       INT  HALF            MID  GAP          |  =    181/396   | 0.09 sec
  109   |  33    |   FC                            GAP          |  =     89/198   | 0.20 sec
  35    |  34    |                  EBM  HBM       GAP          |  =     23/68    | 0.76 sec
  37    |  34    |                  EBM            GAP          |  =      1/3     | 0.01 sec
  39    |  34    |                                 GAP          |  =     47/136   | 0.10 sec
  41    |  34    |       INT  HALF  EBM       MID  GAP          |  =      6/17    | 0.04 sec
  43    |  34    |                            MID  GAP          |  =      6/17    | 0.05 sec
  45    |  34    |   FC  INT        EBM       MID  GAP          |  =     23/68    | 0.60 sec
  47    |  34    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  49    |  34    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  53    |  34    |   FC                            GAP          |  =     53/136   | 0.06 sec
  55    |  34    |                                 GAP  TRAIN   |  =    151/374   | 0.17 sec
  57    |  34    |       INT  HALF            MID  GAP  TRAIN   |  =      7/17    | 0.03 sec
  59    |  34    |       INT  HALF            MID  GAP          |  =      7/17    | 0.04 sec
  61    |  34    |   FC  INT                  MID  GAP          |  =     41/102   | 0.59 sec
  63    |  34    |   FC                            GAP          |  =     13/34    | 0.03 sec
  65    |  34    |   FC                            GAP          |  =     37/102   | 0.06 sec
  67    |  34    |   FC                            GAP          |  =     35/102   | 0.07 sec
  69    |  34    |   FC                            GAP          |  =     69/170   | 0.07 sec
  71    |  34    |   FC                            GAP          |  =     71/170   | 0.05 sec
  73    |  34    |   FC  INT                  MID  GAP  TRAIN   |  =     73/170   | 0.38 sec
  75    |  34    |       INT  HALF            MID  GAP          |  =     22/51    | 0.04 sec
  77    |  34    |                            MID  GAP          |  =    103/238   | 0.07 sec
  79    |  34    |   FC                            GAP          |  =     57/136   | 0.07 sec
  81    |  34    |   FC                            GAP          |  =     55/136   | 0.16 sec
  83    |  34    |   FC                            GAP          |  =     53/136   | 0.54 sec
  87    |  34    |   FC                            GAP          |  =     29/68    | 0.05 sec
  89    |  34    |   FC                            GAP          |  =     89/204   | 0.10 sec
  91    |  34    |                                      TRAIN   |  =    197/442   | 0.24 sec
  93    |  34    |       INT  HALF            MID  GAP          |  =     38/85    | 0.05 sec
  95    |  34    |   FC                            GAP          |  =     15/34    | 0.06 sec
  97    |  34    |   FC                            GAP          |  =     73/170   | 0.24 sec
  99    |  34    |   FC                            GAP          |  =     71/170   | 2.25 sec
  101   |  34    |   FC                            GAP          |  =     69/170   | 13.59 sec
  103   |  34    |   FC                            GAP          |  =    103/238   | 3.44 sec
  105   |  34    |   FC                            GAP          |  =     15/34    | 0.08 sec
  107   |  34    |   FC                            GAP          |  =    107/238   | 0.22 sec
  109   |  34    |       INT                  MID  GAP          |  =     31/68    | 0.07 sec
  36    |  35    |   FC  INT                  MID  GAP          |  =     12/35    | 0.29 sec
  37    |  35    |                  EBM            GAP          |  =      1/3     | 0.02 sec
  38    |  35    |                  EBM            GAP          |  =      1/3     | 0.02 sec
  39    |  35    |                  EBM            GAP          |  =      1/3     | 0.01 sec
  41    |  35    |            HALF  EBM            GAP          |  =      1/3     | 0.01 sec
  43    |  35    |                       HBM       GAP          |  =      5/14    | 0.04 sec
  44    |  35    |       INT             HBM  MID  GAP          |  =     62/175   | 0.05 sec
  46    |  35    |   FC  INT        EBM       MID  GAP          |  =     12/35    | 0.13 sec
  47    |  35    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  48    |  35    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  51    |  35    |   FC             EBM            GAP          |  =      1/3     | 0.03 sec
  52    |  35    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  53    |  35    |   FC                            GAP          |  =     53/140   | 0.03 sec
  54    |  35    |   FC                            GAP          |  =     27/70    | 0.03 sec
  57    |  35    |                                 GAP  TRAIN   |  =    113/280   | 0.06 sec
  58    |  35    |       INT                  MID  GAP          |  =     71/175   | 0.04 sec
  59    |  35    |       INT  HALF            MID  GAP          |  =     57/140   | 0.04 sec
  61    |  35    |       INT                  MID  GAP          |  =     23/56    | 0.05 sec
  62    |  35    |                                 GAP          |  =     57/140   | 0.05 sec
  64    |  35    |   FC                            GAP          |  =     41/105   | 0.04 sec
  66    |  35    |   FC                            GAP          |  =     13/35    | 0.03 sec
  67    |  35    |   FC                            GAP          |  =     38/105   | 0.06 sec
  68    |  35    |   FC                            GAP          |  =     37/105   | 0.06 sec
  69    |  35    |   FC                            GAP          |  =     12/35    | 0.03 sec
  71    |  35    |   FC                            GAP          |  =     71/175   | 0.07 sec
  72    |  35    |   FC                            GAP          |  =     72/175   | 0.07 sec
  73    |  35    |   FC                            GAP          |  =     73/175   | 0.06 sec
  74    |  35    |   FC                            GAP          |  =     74/175   | 0.04 sec
  76    |  35    |                            MID  GAP  TRAIN   |  =    151/350   | 0.07 sec
  78    |  35    |       INT  HALF            MID  GAP          |  =    121/280   | 0.05 sec
  79    |  35    |       INT                  MID  GAP          |  =    167/385   | 0.06 sec
  81    |  35    |   FC                            GAP          |  =     59/140   | 0.06 sec
  82    |  35    |   FC                            GAP          |  =     29/70    | 0.05 sec
  83    |  35    |   FC                            GAP          |  =     57/140   | 0.12 sec
  86    |  35    |   FC                            GAP          |  =     27/70    | 0.06 sec
  87    |  35    |   FC                            GAP          |  =     53/140   | 0.42 sec
  88    |  35    |   FC                            GAP          |  =     44/105   | 0.06 sec
  89    |  35    |   FC                            GAP          |  =     89/210   | 0.30 sec
  92    |  35    |   FC                            GAP          |  =     46/105   | 0.06 sec
  93    |  35    |   FC                            GAP          |  =     31/70    | 0.05 sec
  94    |  35    |                            MID  GAP  TRAIN   |  =    219/490   | 0.11 sec
  96    |  35    |       INT  HALF            MID  GAP          |  =    157/350   | 0.06 sec
  97    |  35    |                                 GAP          |  =    131/294   | 35.43 sec
  99    |  35    |   FC                            GAP          |  =     76/175   | 0.16 sec
  101   |  35    |   FC                            GAP          |  =     74/175   | 0.58 sec
  102   |  35    |   FC                            GAP          |  =     73/175   | 1.42 sec
  103   |  35    |   FC                            GAP          |  =     72/175   | 2.00 sec
  104   |  35    |   FC                            GAP          |  =     71/175   | 3.20 sec
  106   |  35    |   FC                            GAP          |  =    106/245   | 3.63 sec
  107   |  35    |   FC                            GAP          |  =    107/245   | 1.91 sec
  108   |  35    |   FC                            GAP          |  =    108/245   | 1.07 sec
  109   |  35    |   FC                            GAP          |  =    109/245   | 0.46 sec
  37    |  36    |                  EBM            GAP          |  =      1/3     | 0.02 sec
  41    |  36    |                       HBM       GAP          |  =     37/108   | 0.07 sec
  43    |  36    |            HALF  EBM            GAP          |  =      1/3     | 0.01 sec
  47    |  36    |                                 GAP          |  =     31/90    | 0.25 sec
  49    |  36    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  53    |  36    |   FC             EBM            GAP          |  =      1/3     | 0.03 sec
  55    |  36    |   FC                            GAP          |  =     55/144   | 0.04 sec
  59    |  36    |                            MID  GAP  TRAIN   |  =     11/27    | 0.06 sec
  61    |  36    |       INT  HALF            MID  GAP          |  =     29/72    | 0.04 sec
  65    |  36    |   FC                            GAP          |  =     43/108   | 0.03 sec
  67    |  36    |   FC                            GAP          |  =     41/108   | 0.05 sec
  71    |  36    |   FC                            GAP          |  =     37/108   | 0.09 sec
  73    |  36    |   FC                            GAP          |  =     73/180   | 0.08 sec
  77    |  36    |   FC                            GAP          |  =     77/180   | 0.04 sec
  79    |  36    |       INT  HALF            MID  GAP          |  =     47/108   | 0.06 sec
  83    |  36    |   FC                            GAP          |  =     61/144   | 0.06 sec
  85    |  36    |   FC                            GAP          |  =     59/144   | 0.16 sec
  89    |  36    |   FC                            GAP          |  =     55/144   | 0.38 sec
  91    |  36    |   FC                            GAP          |  =     91/216   | 1.87 sec
  95    |  36    |   FC                            GAP          |  =     95/216   | 0.11 sec
  97    |  36    |       INT                  MID  GAP          |  =     59/132   | 0.07 sec
  101   |  36    |   FC                            GAP          |  =     79/180   | 0.13 sec
  103   |  36    |   FC                            GAP          |  =     77/180   | 0.60 sec
  107   |  36    |   FC                            GAP          |  =     73/180   | 20.43 sec
  109   |  36    |   FC                            GAP          |  =    109/252   | 17.09 sec
  38    |  37    |                  EBM  HBM       GAP          |  =     25/74    | 1.13 sec
  39    |  37    |                  EBM            GAP          |  =     25/74    | 0.48 sec
  40    |  37    |                  EBM       MID  GAP          |  =     25/74    | 0.33 sec
  41    |  37    |       INT        EBM       MID  GAP          |  =     25/74    | 0.29 sec
  42    |  37    |       INT        EBM  HBM  MID  GAP          |  =     13/37    | 0.06 sec
  43    |  37    |       INT  HALF  EBM       MID  GAP          |  =     25/74    | 0.30 sec
  44    |  37    |            HALF  EBM            GAP          |  =      1/3     | 0.02 sec
  45    |  37    |       INT  HALF  EBM       MID  GAP          |  =     53/148   | 0.16 sec
  46    |  37    |       INT             HBM  MID  GAP          |  =     38/111   | 0.05 sec
  47    |  37    |                            MID  GAP          |  =     51/148   | 0.05 sec
  48    |  37    |                                 GAP          |  =     90/259   | 0.20 sec
  49    |  37    |   FC  INT        EBM       MID  GAP          |  =     25/74    | 0.83 sec
  50    |  37    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  51    |  37    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  52    |  37    |   FC             EBM            GAP          |  =      1/3     | 0.03 sec
  53    |  37    |   FC             EBM            GAP          |  =      1/3     | 0.03 sec
  54    |  37    |   FC             EBM            GAP          |  =      1/3     | 0.03 sec
  55    |  37    |   FC             EBM            GAP          |  =      1/3     | 0.03 sec
  56    |  37    |   FC                            GAP          |  =     14/37    | 0.03 sec
  57    |  37    |   FC                            GAP          |  =     57/148   | 0.04 sec
  58    |  37    |   FC                            GAP          |  =     29/74    | 0.03 sec
  59    |  37    |   FC                            GAP          |  =     59/148   | 0.04 sec
  60    |  37    |   FC  INT                  MID  GAP  TRAIN   |  =     15/37    | 0.08 sec
  61    |  37    |                            MID  GAP          |  =    181/444   | 0.05 sec
  62    |  37    |                                 GAP          |  =     91/222   | 0.04 sec
  63    |  37    |            HALF                              |  =     59/148   | 0.03 sec
  64    |  37    |       INT  HALF            MID  GAP          |  =     91/222   | 0.04 sec
  65    |  37    |       INT                  MID  GAP          |  =    121/296   | 0.05 sec
  66    |  37    |   FC  INT                  MID  GAP          |  =     15/37    | 0.08 sec
  67    |  37    |   FC                            GAP          |  =     44/111   | 0.04 sec
  68    |  37    |   FC                            GAP          |  =     43/111   | 0.04 sec
  69    |  37    |   FC                            GAP          |  =     14/37    | 0.03 sec
  70    |  37    |   FC                            GAP          |  =     41/111   | 0.06 sec
  71    |  37    |   FC                            GAP          |  =     40/111   | 0.06 sec
  72    |  37    |   FC                            GAP          |  =     13/37    | 0.03 sec
  73    |  37    |   FC                            GAP          |  =     38/111   | 0.09 sec
  75    |  37    |   FC                            GAP          |  =     15/37    | 0.04 sec
  76    |  37    |   FC                            GAP          |  =     76/185   | 0.08 sec
  77    |  37    |   FC                            GAP          |  =     77/185   | 0.07 sec
  78    |  37    |   FC                            GAP          |  =     78/185   | 0.06 sec
  79    |  37    |   FC                            GAP          |  =     79/185   | 0.05 sec
  80    |  37    |   FC  INT                  MID  GAP  TRAIN   |  =     16/37    | 0.07 sec
  81    |  37    |       INT                  MID  GAP          |  =    257/592   | 0.06 sec
  82    |  37    |            HALF                              |  =     95/222   | 0.04 sec
  83    |  37    |                                 GAP          |  =    419/962   | 0.05 sec
  84    |  37    |   FC  INT                  MID  GAP          |  =     16/37    | 0.07 sec
  85    |  37    |   FC                            GAP          |  =     63/148   | 0.06 sec
  86    |  37    |   FC                            GAP          |  =     31/74    | 0.05 sec
  87    |  37    |   FC                            GAP          |  =     61/148   | 0.12 sec
  88    |  37    |   FC                            GAP          |  =     15/37    | 0.05 sec
  89    |  37    |   FC                            GAP          |  =     59/148   | 0.24 sec
  90    |  37    |   FC                            GAP          |  =     29/74    | 0.06 sec
  91    |  37    |   FC                            GAP          |  =     57/148   | 2.54 sec
  92    |  37    |   FC                            GAP          |  =     14/37    | 0.07 sec
  93    |  37    |   FC                            GAP          |  =     31/74    | 0.06 sec
  94    |  37    |   FC                            GAP          |  =     47/111   | 0.09 sec
  95    |  37    |   FC                            GAP          |  =     95/222   | 1.47 sec
  96    |  37    |   FC                            GAP          |  =     16/37    | 0.05 sec
  97    |  37    |   FC                            GAP          |  =     97/222   | 0.26 sec
  98    |  37    |   FC                            GAP          |  =     49/111   | 0.06 sec
  99    |  37    |   FC  INT                  MID  GAP  TRAIN   |  =     33/74    | 0.48 sec
  100   |  37    |       INT                  MID  GAP          |  =     83/185   | 0.07 sec
  101   |  37    |       INT  HALF            MID  GAP          |  =     33/74    | 0.06 sec
  102   |  37    |       INT                  MID  GAP          |  =    116/259   | 0.10 sec
  103   |  37    |   FC                            GAP          |  =     82/185   | 0.11 sec
  104   |  37    |   FC                            GAP          |  =     81/185   | 0.14 sec
  105   |  37    |   FC                            GAP          |  =     16/37    | 0.06 sec
  106   |  37    |   FC                            GAP          |  =     79/185   | 0.45 sec
  107   |  37    |   FC                            GAP          |  =     78/185   | 0.96 sec
  108   |  37    |   FC                            GAP          |  =     77/185   | 4.11 sec
  109   |  37    |   FC                            GAP          |  =     76/185   | 3.24 sec
  110   |  37    |   FC                            GAP          |  =     15/37    | 0.06 sec
  39    |  38    |   FC  INT                  MID  GAP          |  =     13/38    | 0.48 sec
  41    |  38    |                  EBM  HBM  MID  GAP          |  =     13/38    | 0.12 sec
  43    |  38    |       INT        EBM       MID  GAP          |  =     53/152   | 0.19 sec
  45    |  38    |            HALF  EBM            GAP          |  =      1/3     | 0.02 sec
  47    |  38    |       INT             HBM  MID  GAP          |  =     20/57    | 0.04 sec
  49    |  38    |                                 GAP          |  =     93/266   | 0.20 sec
  51    |  38    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  53    |  38    |   FC             EBM            GAP          |  =      1/3     | 0.03 sec
  55    |  38    |   FC             EBM            GAP          |  =      1/3     | 0.03 sec
  59    |  38    |   FC                            GAP          |  =     59/152   | 0.04 sec
  61    |  38    |   FC  INT                  MID  GAP  TRAIN   |  =     61/152   | 1.44 sec
  63    |  38    |       INT                  MID  GAP          |  =     77/190   | 0.04 sec
  65    |  38    |            HALF                              |  =     15/38    | 0.02 sec
  67    |  38    |                            MID  GAP          |  =     31/76    | 0.07 sec
  69    |  38    |   FC                            GAP          |  =     15/38    | 0.03 sec
  71    |  38    |   FC                            GAP          |  =     43/114   | 0.05 sec
  73    |  38    |   FC                            GAP          |  =     41/114   | 0.07 sec
  75    |  38    |   FC                            GAP          |  =     13/38    | 0.04 sec
  77    |  38    |   FC                            GAP          |  =     77/190   | 0.10 sec
  79    |  38    |   FC                            GAP          |  =     79/190   | 0.07 sec
  81    |  38    |   FC                            GAP          |  =     81/190   | 0.06 sec
  83    |  38    |       INT                  MID  GAP          |  =    131/304   | 0.07 sec
  85    |  38    |       INT  HALF            MID  GAP          |  =     33/76    | 0.05 sec
  87    |  38    |   FC                            GAP          |  =     65/152   | 0.06 sec
  89    |  38    |   FC                            GAP          |  =     63/152   | 0.11 sec
  91    |  38    |   FC                            GAP          |  =     61/152   | 0.24 sec
  93    |  38    |   FC                            GAP          |  =     59/152   | 1.84 sec
  97    |  38    |   FC                            GAP          |  =     97/228   | 1.25 sec
  99    |  38    |   FC                            GAP          |  =     33/76    | 0.06 sec
  101   |  38    |   FC                            GAP          |  =    101/228   | 0.10 sec
  103   |  38    |       INT  HALF            MID  GAP          |  =     17/38    | 0.08 sec
  105   |  38    |   FC  INT                  MID  GAP          |  =     17/38    | 0.09 sec
  107   |  38    |   FC                            GAP          |  =     83/190   | 0.19 sec
  109   |  38    |   FC                            GAP          |  =     81/190   | 2.32 sec
  40    |  39    |                  EBM            GAP          |  =      1/3     | 0.03 sec
  41    |  39    |                  EBM  HBM       GAP          |  =     53/156   | 0.54 sec
  43    |  39    |                                 GAP          |  =     53/156   | 0.11 sec
  44    |  39    |       INT        EBM       MID  GAP          |  =      9/26    | 0.05 sec
  46    |  39    |            HALF  EBM            GAP          |  =      1/3     | 0.04 sec
  47    |  39    |       INT  HALF  EBM       MID  GAP          |  =     55/156   | 0.04 sec
  49    |  39    |       INT             HBM  MID  GAP          |  =     23/65    | 0.06 sec
  50    |  39    |                                 GAP          |  =     68/195   | 0.06 sec
  53    |  39    |   FC             EBM            GAP          |  =      1/3     | 0.03 sec
  55    |  39    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  56    |  39    |   FC             EBM            GAP          |  =      1/3     | 0.03 sec
  58    |  39    |   FC             EBM            GAP          |  =      1/3     | 0.03 sec
  59    |  39    |   FC                            GAP          |  =     59/156   | 0.04 sec
  61    |  39    |   FC                            GAP          |  =     61/156   | 0.04 sec
  62    |  39    |   FC                            GAP          |  =     31/78    | 0.03 sec
  64    |  39    |                            MID  GAP  TRAIN   |  =     95/234   | 0.05 sec
  67    |  39    |       INT  HALF            MID  GAP          |  =     95/234   | 0.05 sec
  68    |  39    |       INT                  MID  GAP          |  =     16/39    | 0.04 sec
  70    |  39    |   FC  INT                  MID  GAP          |  =     47/117   | 1.06 sec
  71    |  39    |   FC                            GAP          |  =     46/117   | 0.04 sec
  73    |  39    |   FC                            GAP          |  =     44/117   | 0.06 sec
  74    |  39    |   FC                            GAP          |  =     43/117   | 0.07 sec
  76    |  39    |   FC                            GAP          |  =     41/117   | 0.08 sec
  77    |  39    |   FC                            GAP          |  =     40/117   | 0.09 sec
  79    |  39    |   FC                            GAP          |  =     79/195   | 0.09 sec
